1.165100300604478452e-02,9.598493155340528243e-03,3.678032402069987550e-02,3.411676406534574005e-03,1.834408433286772652e-02,1.118773032869953624e-02,6.113308944044656273e-03,1.694125645604159167e-02,1.226041788656560307e-02,1.205639808248593590e-02,6.372031291568707768e-03,2.432001017324690942e-02,1.283789374463735304e-02,4.405451075594311525e-03,1.954367602749250421e-02,1.091636803807468498e-02,1.022328360872666250e-02,1.663889782795575575e-02,1.155689861665126078e-02,7.483002127701698925e-03,-1.826994658217271890e-03,-1.493712168699526475e-03,1.579298333779782446e-02,1.557187724166396144e-03,8.346096697352232280e-03,3.959198844855497251e-02,-2.439228843493808536e-03,1.399862638807387698e-02,9.001289627291813103e-03,5.325382960803358564e-04,1.201653349103781916e-02,-6.619751046244163120e-04,1.018452170982846704e-02,3.385676087936902775e-03,6.962001944028099396e-03,1.209876608806549105e-02,1.303255466009095587e-02,2.017898458306201237e-02,7.193998214437439219e-03,9.652124737749376987e-03,-9.846265858706071405e-03,1.331088576665587914e-02
9.598493155340528243e-03,2.256945340246114748e-02,4.548141054143665235e-02,5.301447328077827856e-03,1.844919951296970437e-02,2.156245747947249311e-02,2.115084102304380306e-02,3.017940066314667158e-02,2.155572969593909372e-02,1.266282718734852188e-02,3.665052174123003582e-03,3.700061931493690143e-02,2.743553075927725182e-02,1.236325613522857442e-02,5.082131074138618310e-02,1.291735929406325097e-02,9.215313655033712317e-03,6.612064511442989484e-03,1.487349472304589672e-02,1.470049203493636186e-02,5.695723967046371558e-03,9.275135680202592492e-03,1.336232290243352140e-02,5.592947643646924843e-03,-1.707179055036887666e-03,3.845162171095851955e-02,7.389031739633717885e-03,1.298683634321304813e-02,9.401872949727115014e-03,2.010566138834515154e-02,8.164626735650173939e-03,6.104929354783863137e-03,1.113160963962877073e-02,4.597664517283276547e-03,1.674417983239898100e-02,1.817440567442369509e-02,1.541285805418111422e-02,4.408391280609744167e-02,1.358297887708137357e-02,2.101912810914390028e-02,-1.360007133171183859e-02,5.479593362392254710e-03
3.678032402069987550e-02,4.548141054143665235e-02,2.124654640334054378e-01,8.644412376087132546e-03,6.048394172267701485e-02,6.251634370003383845e-02,4.516384368447480535e-02,9.030505412442968449e-02,6.965625164439423478e-02,3.873567793286523259e-02,3.406734863994904938e-02,1.139859034845293884e-01,6.032435498014992320e-02,3.254534703344873214e-02,3.250159639065195588e-02,6.226603607046023170e-02,3.543384437464711101e-02,4.517025700065870758e-02,7.461752303684698884e-02,5.535745299538061964e-02,7.046778734587767854e-04,1.575730237036213413e-02,7.189140596836694763e-02,2.732437906314476479e-03,2.650991474672698134e-02,2.001777388636006849e-01,-6.636305836828480971e-03,5.297163982348458006e-02,1.683830395698627386e-02,3.564286523763841169e-02,4.194540499247672444e-02,-2.906676332562167005e-03,4.614779398110253200e-02,8.074001007049656786e-03,5.029652037268864812e-02,4.183361753288211693e-02,7.025182626501441652e-02,1.228842425631223451e-01,4.182529361631352055e-02,5.126437349400513738e-02,-2.680861171732921988e-02,4.433340063040901169e-02
3.411676406534574005e-03,5.301447328077827856e-03,8.644412376087132546e-03,1.374990620105883202e-02,1.672396865863274781e-02,2.371771212460566883e-03,1.121831588217049591e-02,5.588091304295062997e-03,-3.813550338535040031e-03,1.313079257543707176e-02,2.028289744243200448e-03,4.503477398511385871e-03,1.764105458212927510e-02,1.232739904694424120e-02,2.020165033675105568e-02,7.058127135702934110e-03,4.256095222143430057e-03,1.658922558467521360e-02,-1.917225015526588527e-03,-2.613756343716007978e-03,-4.824277063750059998e-03,-3.616783377897120864e-03,-8.736880642023586675e-04,-8.596461156839436957e-04,8.708218697444708098e-03,-5.078926901562160097e-03,9.635183041733956857e-03,2.963243672174578972e-03,1.533974590048009165e-02,-3.803450194098386122e-03,1.020260800242501868e-02,4.370929437181676237e-03,6.421559757867774040e-03,1.059132635078354097e-02,7.717759178713156504e-03,5.980758634200642604e-03,2.023275106150167158e-04,4.221148530006050420e-03,5.901857724192871406e-03,7.160024442322460853e-03,2.683839352581056728e-03,1.196636227408424784e-02
1.834408433286772652e-02,1.844919951296970437e-02,6.048394172267701485e-02,1.672396865863274781e-02,5.205864319568755116e-02,1.752863335935150044e-03,1.825260178856373192e-02,2.396240801000567439e-02,8.535653744526220874e-03,1.409542325287257633e-02,7.203292809899435739e-03,2.397036109992640995e-02,4.276218844907943989e-02,1.690126475965376962e-02,5.543669527738545599e-02,2.613675980026267109e-02,1.244772398830740895e-02,4.536022087609566794e-02,1.199891352769601009e-02,-6.566696188009642698e-04,-7.671674709813734554e-03,-5.439323327428628729e-03,1.127688342102326630e-02,2.139864815839073384e-03,2.919655788624113402e-02,3.036556453157206181e-02,1.473151219605848411e-02,1.791276516037472108e-02,3.092028944779799324e-02,-2.231269143815889019e-03,2.494705534808676003e-02,8.504516800860976652e-03,2.033452569095851870e-02,1.997813275447958212e-02,2.308373702848576237e-02,1.939360844838588019e-02,6.579159260360954373e-03,2.595860915172020292e-02,1.309654229343414598e-02,2.316677175603872735e-02,-2.119151944087574110e-02,3.455865160315937934e-02
1.118773032869953624e-02,2.156245747947249311e-02,6.251634370003383845e-02,2.371771212460566883e-03,1.752863335935150044e-03,8.172539576285689500e-02,2.417500291253260603e-02,3.487640486947339580e-02,5.189482486909888226e-02,4.139455163384164055e-03,1.403946920990431849e-02,8.512874847893646402e-02,1.040969431569143538e-02,2.963791485909588602e-02,1.290177502911666295e-02,2.135047671821361029e-02,2.585060217177804348e-02,-1.701476103098794115e-02,4.129795527670120786e-02,4.494409277670761982e-02,-5.528931326710163647e-04,-3.660288511918343909e-03,5.772461004066051227e-02,5.904703541826899181e-03,-2.550304844188710368e-02,1.364660225497898449e-01,-1.536536180614960119e-02,1.197061429527503627e-02,-5.999251529117872496e-03,2.375186003143556907e-02,4.249844697966929929e-03,-5.251493395381139594e-03,1.405626346503001216e-02,-5.113846148276379906e-03,-1.963206908016413253e-03,5.730677359917160305e-03,4.687396692824920968e-02,6.526426891884884451e-02,1.925171910426964547e-02,8.574153395027267130e-03,4.424913508442644694e-03,-1.762011734401751177e-03
6.113308944044656273e-03,2.115084102304380306e-02,4.516384368447480535e-02,1.121831588217049591e-02,1.825260178856373192e-02,2.417500291253260603e-02,4.934514745740219838e-02,2.526851013201127094e-02,3.421392697246151970e-02,1.929729607841817324e-02,5.478075447771900072e-03,3.046542639014487852e-02,2.341272474559797506e-02,2.031115007815294249e-02,3.635437043160626852e-02,3.259764311321466934e-02,1.783457277409522881e-02,2.155414130902746136e-03,1.943794584708040396e-02,1.966846007692231099e-02,6.070836650130750911e-03,2.597098330501979024e-03,1.379651069295848714e-02,1.899269622637881662e-03,1.900286249659844827e-03,4.079930835441498288e-02,1.750135681260925336e-02,1.426174042493060998e-02,1.439356590192807615e-02,1.413803279974801611e-02,1.110511107533016309e-02,2.869524116012539885e-03,1.275672798070426328e-02,1.287626675933736808e-02,1.448373326719558200e-02,1.095246632544841052e-02,1.329607327704666019e-02,4.111654212380758816e-02,1.481866697505617933e-02,3.164836838902334443e-02,-4.039269697030171274e-03,1.057772478265306924e-02
1.694125645604159167e-02,3.017940066314667158e-02,9.030505412442968449e-02,5.588091304295062997e-03,2.396240801000567439e-02,3.487640486947339580e-02,2.526851013201127094e-02,6.492716127905011347e-02,3.502153572185483926e-02,4.197754809380354474e-02,5.016292906221318793e-03,6.760832290016241530e-02,3.918785658943622213e-02,8.358878798214713218e-03,4.174336756777538571e-02,2.306665313202037326e-02,1.448387395070382250e-02,1.804480817288242741e-03,2.760034621704979263e-02,3.168179955290971461e-02,1.298975251543703704e-02,1.338571554112264438e-02,2.852651832998439815e-02,6.349291542740475788e-03,-7.519641880477516069e-03,8.338449260053139300e-02,3.114489587132770153e-03,1.951883772397849937e-02,9.841187150648007462e-04,2.952514593803786877e-02,9.759327908861912745e-03,2.667393216280834062e-03,2.164297263305042102e-02,-4.865718452991824386e-03,2.422258068614277157e-02,3.309542039354991527e-02,4.310115734609117066e-02,7.528142268011991933e-02,2.051970425466908762e-02,4.430962712563261963e-02,-2.140134093389619088e-02,1.717642367827378709e-03
1.226041788656560307e-02,2.155572969593909372e-02,6.965625164439423478e-02,-3.813550338535040031e-03,8.535653744526220874e-03,5.189482486909888226e-02,3.421392697246151970e-02,3.502153572185483926e-02,5.882265919601534221e-02,1.903648457664472698e-03,1.151992991696136961e-02,5.991017344495586094e-02,1.091050089157303768e-02,1.507393995538200762e-02,5.484038659767784783e-03,3.044693213960956990e-02,2.613576664449084042e-02,-1.304997062774253778e-02,3.819135007711862984e-02,3.813750899077167356e-02,2.371115236358665741e-03,2.093033379764976847e-04,4.081641727979369583e-02,4.789278288631969131e-03,-9.786907107082550364e-03,1.158490999223894952e-01,1.489847528714821363e-03,1.728173580014914432e-02,-3.211359735334071413e-03,2.192030807394449235e-02,3.190983104394983210e-03,-6.866698059079094120e-03,1.092311609442629498e-02,-8.460663289592868126e-04,3.400832143676296021e-03,8.192644296889697517e-03,3.565752142160169558e-02,5.978830794449834646e-02,1.544120524190313072e-02,2.436683796874540911e-02,-4.455572444895489898e-03,3.829214824935729157e-03
1.205639808248593590e-02,1.266282718734852188e-02,3.873567793286523259e-02,1.313079257543707176e-02,1.409542325287257633e-02,4.139455163384164055e-03,1.929729607841817324e-02,4.197754809380354474e-02,1.903648457664472698e-03,7.485378877226152305e-02,3.205233286184269790e-04,3.210112991284089917e-02,1.762645322605385298e-02,-5.053200344289765847e-03,3.212788319597080500e-02,1.323934729464318165e-02,8.893725166823244349e-03,1.215727141117977327e-02,2.554182444385176554e-03,1.130964400336058502e-02,1.603322627794242020e-02,5.647807367678557219e-03,9.553142363986142152e-03,-4.519663492724591424e-04,-5.889222908269512499e-04,1.490552303217784411e-02,-5.978518186678759630e-03,2.003496530156902503e-02,7.423955429428853899e-03,-7.874762639432250850e-04,1.772675609558651416e-02,-9.029483519937058725e-04,1.915323079074970555e-02,-3.873724644959100280e-03,1.335688992809938580e-02,3.210417170716414748e-02,2.602397433590346310e-02,2.942009054354068412e-02,9.916463115527901842e-03,3.560126737404047115e-02,-1.405704932858569886e-02,3.322259612202453812e-03
